buoy,date,depth,temperature,salinity,sigma_t
M01,2018-09-01,1,17.552881944444444,32.41575826597222,23.394370984027777
M01,2018-09-01,996921e31,9.125572777777778,34.35975774861111,26.591864618518517
M01,2018-10-01,1,13.379233870967742,32.905290108198926,24.688058981854837
M01,2018-10-01,996921e31,9.044381835473134,34.340589263908704,26.590441071802186
M01,2018-11-01,1,10.215159722222221,33.174622475,25.488170988194444
M01,2018-11-01,996921e31,8.900716296296297,34.2850293375,26.571957825462963
M01,2018-12-01,1,7.66919623655914,32.95863553158602,25.70784107862903
M01,2018-12-01,996921e31,9.369899507168459,34.39413162992832,26.583577988351255
M01,2019-01-01,1,4.555124327956989,31.818345222446236,25.19448872379032
M01,2019-01-01,996921e31,9.383345,34.319290274509804,26.52335649019608
M01,2019-02-01,1,4.049030551415798,32.1888897637854,25.545659191505216
M01,2019-02-01,996921e31,9.299575899486008,34.32543008794974,26.541763412335808
M01,2019-03-01,1,3.817489247311828,32.37445435954301,25.71558885954301
M01,2019-03-01,996921e31,8.994109914759981,34.184277720053835,26.47909524674742
M01,2019-04-01,1,4.541647311827957,32.34755332903226,25.620810743010754
M01,2019-04-01,996921e31,8.95027037037037,34.182303311574074,26.48484082037037
M01,2019-05-01,1,6.959896825396825,31.96146550793651,25.026871912698414
M01,2019-05-01,996921e31,8.900365022421525,34.18499018721973,26.495553807735426
M01,2019-06-01,1,10.013161764705883,31.673616779411766,24.348627345588234
M01,2019-06-01,996921e31,8.552697847222221,34.15417558055555,26.525983186805554
M01,2019-07-01,1,18.713467741935485,31.94247612195122,22.755039414634147
M01,2019-07-01,20,10.858545454545455,32.47882318181818,24.8344536
M01,2019-07-01,50,6.805945454545454,32.80169761818182,25.711814563636363
M01,2019-07-01,100,6.750181818181818,33.303219636363636,26.11573758181818
M01,2019-07-01,996921e31,8.564048611111112,34.22858553333333,26.582619380555556
M01,2019-08-01,1,17.967767316745125,32.10654321654338,23.062522492266307
M01,2019-08-01,20,11.437889784946236,32.41528762903226,24.669561235215053
M01,2019-08-01,50,7.352505376344086,32.9513475,25.754574380376344
